time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2024-10-3 22:19:40:78	WT901BLE67(919C7A43D1FF)	-0.333	0.068	-0.883	-44.678	26.672	11.536	176.24	20.42	-159.64	22.658	28.800	66.642	-0.17526	0.19058	-0.96436	-0.05377	25.9	10080.1.7	100
2024-10-3 22:19:40:79	WT901BLE67(919C7A43D1FF)	-0.301	0.076	-0.909	-49.377	27.161	12.756	175.72	20.14	-159.75	22.658	28.800	66.642	-0.17526	0.19058	-0.96436	-0.05377	25.9	10080.1.7	100
2024-10-3 22:19:40:79	WT901BLE67(919C7A43D1FF)	-0.297	0.100	-0.941	-46.936	19.897	16.968	175.19	19.92	-159.90	22.658	28.800	66.642	-0.17526	0.19058	-0.96436	-0.05377	25.9	10080.1.7	100
2024-10-3 22:19:40:79	WT901BLE67(919C7A43D1FF)	-0.275	0.104	-0.949	-42.542	12.329	19.775	174.69	19.76	-160.09	22.658	28.800	66.642	-0.17526	0.19058	-0.96436	-0.05377	25.9	10080.1.7	100
2024-10-3 22:19:40:115	WT901BLE67(919C7A43D1FF)	-0.288	0.134	-0.943	-36.987	9.216	20.264	174.24	19.65	-160.30	22.658	28.800	66.642	-0.17526	0.19058	-0.96436	-0.05377	25.9	10080.1.7	100
2024-10-3 22:19:40:116	WT901BLE67(919C7A43D1FF)	-0.311	0.141	-0.945	-30.273	9.827	19.714	173.85	19.53	-160.49	22.658	28.800	66.642	-0.17526	0.19058	-0.96436	-0.05377	25.9	10080.1.7	100
2024-10-3 22:19:40:116	WT901BLE67(919C7A43D1FF)	-0.319	0.141	-0.952	-22.156	11.108	17.578	173.56	19.41	-160.68	22.658	28.800	66.642	-0.17526	0.19058	-0.96436	-0.05377	25.9	10080.1.7	100
2024-10-3 22:19:40:116	WT901BLE67(919C7A43D1FF)	-0.344	0.146	-0.950	-16.724	13.000	14.587	173.34	19.28	-160.82	22.658	28.800	66.642	-0.17526	0.19058	-0.96436	-0.05377	25.9	10080.1.7	100
2024-10-3 22:19:40:138	WT901BLE67(919C7A43D1FF)	-0.332	0.127	-0.963	-14.465	13.245	12.878	173.16	19.13	-160.94	22.658	28.800	66.642	-0.17526	0.19058	-0.96436	-0.05377	25.9	10080.1.7	100
2024-10-3 22:19:40:138	WT901BLE67(919C7A43D1FF)	-0.306	0.114	-0.959	-15.198	13.000	14.893	172.96	18.99	-161.08	22.658	28.800	66.642	-0.17526	0.19058	-0.96436	-0.05377	25.9	10080.1.7	100
2024-10-3 22:19:40:138	WT901BLE67(919C7A43D1FF)	-0.280	0.118	-0.932	-16.846	14.160	18.799	172.75	18.84	-161.25	22.658	28.800	66.642	-0.17526	0.19058	-0.96436	-0.05377	25.9	10080.1.7	100
2024-10-3 22:19:40:138	WT901BLE67(919C7A43D1FF)	-0.255	0.123	-0.898	-20.386	20.081	23.865	172.49	18.63	-161.46	22.658	28.800	66.642	-0.17526	0.19058	-0.96436	-0.05377	25.9	10080.1.7	100
2024-10-3 22:19:40:200	WT901BLE67(919C7A43D1FF)	-0.228	0.097	-0.867	-26.062	31.494	29.846	172.17	18.31	-161.72	22.658	28.800	66.642	-0.17526	0.19058	-0.96436	-0.05377	25.9	10080.1.7	100
2024-10-3 22:19:40:200	WT901BLE67(919C7A43D1FF)	-0.227	0.076	-0.853	-33.813	45.044	40.100	171.76	17.86	-162.04	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:200	WT901BLE67(919C7A43D1FF)	-0.215	0.051	-0.847	-44.861	57.007	55.664	171.21	17.25	-162.49	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:200	WT901BLE67(919C7A43D1FF)	-0.223	0.030	-0.851	-49.683	75.378	75.623	170.55	16.45	-163.10	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:228	WT901BLE67(919C7A43D1FF)	-0.251	0.062	-0.813	-34.973	85.999	101.624	169.94	15.47	-163.93	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:228	WT901BLE67(919C7A43D1FF)	-0.149	0.156	-0.823	-15.381	96.191	114.624	169.51	14.35	-164.89	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:228	WT901BLE67(919C7A43D1FF)	-0.148	0.148	-0.843	-7.751	112.061	117.371	169.21	13.08	-165.87	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:228	WT901BLE67(919C7A43D1FF)	-0.122	0.093	-0.910	-4.517	115.295	115.906	168.95	11.74	-166.81	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:257	WT901BLE67(919C7A43D1FF)	-0.138	0.146	-0.932	6.897	105.591	114.502	168.83	10.48	-167.75	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:257	WT901BLE67(919C7A43D1FF)	-0.139	0.103	-1.002	14.709	96.558	115.967	168.81	9.29	-168.70	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:257	WT901BLE67(919C7A43D1FF)	-0.120	0.240	-1.055	15.198	83.435	121.643	168.83	8.23	-169.73	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:257	WT901BLE67(919C7A43D1FF)	-0.078	0.274	-1.072	9.583	79.346	120.911	168.81	7.23	-170.77	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:319	WT901BLE67(919C7A43D1FF)	-0.031	0.389	-1.006	6.348	83.252	104.126	168.78	6.25	-171.71	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:319	WT901BLE67(919C7A43D1FF)	-0.010	0.177	-0.979	11.169	85.754	73.730	168.82	5.22	-172.33	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:319	WT901BLE67(919C7A43D1FF)	-0.047	0.259	-0.905	24.292	64.880	48.828	168.99	4.48	-172.74	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:319	WT901BLE67(919C7A43D1FF)	-0.189	0.294	-1.054	31.189	83.313	23.438	169.28	3.69	-172.89	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:348	WT901BLE67(919C7A43D1FF)	-0.018	0.295	-0.996	39.368	49.561	-25.085	169.66	3.09	-172.68	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:348	WT901BLE67(919C7A43D1FF)	0.015	0.322	-1.021	54.932	6.470	-83.435	170.20	3.11	-171.95	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:348	WT901BLE67(919C7A43D1FF)	-0.022	0.296	-1.080	74.890	64.514	-95.886	170.95	2.80	-170.94	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:348	WT901BLE67(919C7A43D1FF)	0.151	0.116	-1.030	87.402	39.001	-107.178	171.83	2.47	-169.84	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:378	WT901BLE67(919C7A43D1FF)	0.091	0.059	-1.020	99.548	-10.132	-122.437	172.84	2.67	-168.67	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:378	WT901BLE67(919C7A43D1FF)	0.039	0.000	-1.107	105.896	24.353	-122.925	173.93	2.68	-167.43	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:379	WT901BLE67(919C7A43D1FF)	0.053	-0.015	-1.122	106.506	26.428	-116.699	175.03	2.53	-166.22	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:379	WT901BLE67(919C7A43D1FF)	0.090	0.021	-1.116	103.516	20.020	-109.619	176.11	2.42	-165.10	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:439	WT901BLE67(919C7A43D1FF)	0.101	0.016	-1.121	98.816	11.169	-109.192	177.14	2.37	-164.00	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:439	WT901BLE67(919C7A43D1FF)	0.069	0.028	-1.135	89.722	28.198	-104.919	178.09	2.20	-162.93	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:439	WT901BLE67(919C7A43D1FF)	0.096	-0.002	-1.173	73.853	59.326	-90.820	178.90	1.71	-161.97	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:439	WT901BLE67(919C7A43D1FF)	0.105	0.000	-1.184	57.739	78.735	-80.444	179.52	0.97	-161.14	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:468	WT901BLE67(919C7A43D1FF)	0.108	-0.040	-1.183	46.326	70.374	-75.012	179.99	0.25	-160.38	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:469	WT901BLE67(919C7A43D1FF)	0.014	-0.039	-1.193	39.734	61.523	-68.237	-179.60	-0.38	-159.68	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:469	WT901BLE67(919C7A43D1FF)	0.011	-0.067	-1.239	32.959	38.940	-57.007	-179.27	-0.84	-159.09	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:469	WT901BLE67(919C7A43D1FF)	0.031	-0.056	-1.241	23.499	16.113	-41.809	-179.03	-1.05	-158.63	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:498	WT901BLE67(919C7A43D1FF)	0.056	-0.057	-1.222	14.404	10.437	-24.109	-178.88	-1.15	-158.35	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:499	WT901BLE67(919C7A43D1FF)	0.097	-0.044	-1.204	7.568	11.597	-9.155	-178.80	-1.27	-158.23	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:499	WT901BLE67(919C7A43D1FF)	0.117	-0.036	-1.175	1.648	-1.587	-1.221	-178.78	-1.29	-158.21	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:499	WT901BLE67(919C7A43D1FF)	0.132	-0.070	-1.148	-0.061	-24.109	3.235	-178.78	-1.10	-158.23	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:558	WT901BLE67(919C7A43D1FF)	0.135	-0.096	-1.124	1.770	-36.438	6.714	-178.78	-0.75	-158.28	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:558	WT901BLE67(919C7A43D1FF)	0.144	-0.114	-1.161	8.972	-17.029	9.460	-178.70	-0.53	-158.37	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:558	WT901BLE67(919C7A43D1FF)	0.188	-0.135	-1.146	17.456	8.301	5.920	-178.56	-0.54	-158.44	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:559	WT901BLE67(919C7A43D1FF)	0.207	-0.175	-1.118	36.926	78.491	-2.441	-178.24	-1.10	-158.46	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:588	WT901BLE67(919C7A43D1FF)	0.310	-0.184	-1.118	70.984	172.180	-12.390	-177.63	-2.61	-158.42	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:589	WT901BLE67(919C7A43D1FF)	0.486	-0.196	-1.168	113.953	187.866	-35.217	-176.61	-4.53	-158.24	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:589	WT901BLE67(919C7A43D1FF)	0.573	-0.300	-1.203	160.706	156.067	-76.355	-175.16	-6.21	-157.70	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:589	WT901BLE67(919C7A43D1FF)	0.641	-0.327	-1.213	202.393	149.780	-117.249	-173.35	-7.79	-156.77	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:618	WT901BLE67(919C7A43D1FF)	0.708	-0.354	-1.295	237.488	184.082	-148.621	-171.24	-9.71	-155.59	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:618	WT901BLE67(919C7A43D1FF)	0.747	-0.351	-1.392	259.033	211.487	-173.462	-168.94	-12.02	-154.28	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:618	WT901BLE67(919C7A43D1FF)	0.784	-0.457	-1.450	261.719	235.779	-194.763	-166.65	-14.65	-152.86	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:618	WT901BLE67(919C7A43D1FF)	0.814	-0.611	-1.405	265.869	274.475	-198.669	-164.38	-17.71	-151.56	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:679	WT901BLE67(919C7A43D1FF)	0.884	-0.732	-1.354	280.884	300.476	-188.049	-161.97	-21.09	-150.52	22.658	28.800	66.642	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:680	WT901BLE67(919C7A43D1FF)	0.969	-0.790	-1.359	294.861	306.335	-168.884	-159.32	-24.54	-149.84	-11.142	40.708	61.475	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:680	WT901BLE67(919C7A43D1FF)	0.993	-0.787	-1.384	300.476	315.247	-149.597	-156.45	-28.00	-149.56	-11.142	40.708	61.475	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:680	WT901BLE67(919C7A43D1FF)	1.040	-0.794	-1.336	302.124	316.528	-130.737	-153.36	-31.44	-149.70	-11.142	40.708	61.475	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:738	WT901BLE67(919C7A43D1FF)	1.047	-0.705	-1.320	292.297	301.575	-111.023	-150.13	-34.67	-150.22	-11.142	40.708	61.475	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:738	WT901BLE67(919C7A43D1FF)	1.018	-0.684	-1.263	276.306	287.476	-99.426	-146.85	-37.68	-151.03	-11.142	40.708	61.475	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:738	WT901BLE67(919C7A43D1FF)	1.033	-0.695	-1.208	264.221	257.141	-82.947	-143.51	-40.35	-152.07	-11.142	40.708	61.475	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
2024-10-3 22:19:40:738	WT901BLE67(919C7A43D1FF)	1.010	-0.660	-1.242	240.112	204.102	-76.782	-140.38	-42.55	-153.07	-11.142	40.708	61.475	-0.13919	0.16318	-0.97195	-0.09576	25.9	10080.1.7	100
